date;hour;price
2022-10-26;9;146,46
2022-10-26;10;133,31
2022-10-26;11;118,58
2022-10-26;12;112,49
2022-10-26;13;115,93
2022-10-26;14;118,53
2022-10-26;15;124,91
2022-10-26;16;143,45
2022-10-26;17;141,25
2022-10-26;18;151,18
2022-10-26;19;148,17
2022-10-26;20;123,69
2022-10-26;21;107,30
2022-10-26;22;70,99
2022-10-26;23;55,18
2022-10-27;0;63,60
2022-10-27;1;54,81
2022-10-27;2;43,26
2022-10-27;3;34,98
2022-10-27;4;33,95
2022-10-27;5;39,40
2022-10-27;6;55,29
2022-10-27;7;91,35
2022-10-27;8;99,94
2022-10-27;9;87,70
2022-10-27;10;70,98
2022-10-27;11;71,12
2022-10-27;12;63,29
2022-10-27;13;59,38
2022-10-27;14;61,11
2022-10-27;15;65,25
2022-10-27;16;61,14
2022-10-27;17;120,56
2022-10-27;18;122,20
2022-10-27;19;77,60
2022-10-27;20;62,28
2022-10-27;21;55,43
2022-10-27;22;38,44
2022-10-27;23;27,18
2022-10-28;0;25,89
2022-10-28;1;23,71
2022-10-28;2;22,35
2022-10-28;3;20,23
2022-10-28;4;20,23
2022-10-28;5;19,06
2022-10-28;6;22,88
2022-10-28;7;28,89
2022-10-28;8;100,04
2022-10-28;9;118,14
2022-10-28;10;119,56
2022-10-28;11;107,97
2022-10-28;12;101,95
2022-10-28;13;97,05
2022-10-28;14;59,95
2022-10-28;15;34,98
2022-10-28;16;35,81
2022-10-28;17;36,03
2022-10-28;18;105,18
2022-10-28;19;114,05
2022-10-28;20;120,74
2022-10-28;21;108,14
2022-10-28;22;60,02
2022-10-28;23;32,74
2022-10-29;0;30,55
2022-10-29;1;22,98
2022-10-29;2;19,17
2022-10-29;3;16,47
2022-10-29;4;16,47
2022-10-29;5;14,63
2022-10-29;6;13,90
2022-10-29;7;12,70
2022-10-29;8;12,72
2022-10-29;9;13,15
2022-10-29;10;15,23
2022-10-29;11;12,97
2022-10-29;12;12,23
2022-10-29;13;8,20
2022-10-29;14;4,92
2022-10-29;15;4,31
2022-10-29;16;4,91
2022-10-29;17;11,61
2022-10-29;18;16,20
2022-10-29;19;16,81
2022-10-29;20;16,65
2022-10-29;21;15,59
2022-10-29;22;16,43
2022-10-29;23;16,53
2022-10-30;0;11,84
2022-10-30;1;12,32
2022-10-30;2;15,47
2022-10-30;3;16,28
2022-10-30;4;16,44
2022-10-30;5;18,76
2022-10-30;6;21,46
2022-10-30;7;22,83
2022-10-30;8;27,60
2022-10-30;9;34,75
2022-10-30;10;37,32
2022-10-30;11;79,64
2022-10-30;12;97,63
2022-10-30;13;97,60
2022-10-30;14;97,60
2022-10-30;15;106,80
2022-10-30;16;121,62
2022-10-30;17;136,79
2022-10-30;18;152,26
2022-10-30;19;164,93
2022-10-30;20;159,72
2022-10-30;21;142,80
2022-10-30;22;134,65
2022-10-30;23;123,06
2022-10-31;0;126,27
2022-10-31;1;116,23
2022-10-31;2;113,53
2022-10-31;3;111,85
2022-10-31;4;111,85
2022-10-31;5;112,31
2022-10-31;6;118,73
2022-10-31;7;142,13
2022-10-31;8;162,40
2022-10-31;9;168,00
2022-10-31;10;153,30
2022-10-31;11;143,35
2022-10-31;12;141,95
2022-10-31;13;141,96
2022-10-31;14;142,46
2022-10-31;15;151,28
2022-10-31;16;165,09
2022-10-31;17;167,02
2022-10-31;18;192,72
2022-10-31;19;178,45
2022-10-31;20;162,95
2022-10-31;21;142,72
2022-10-31;22;132,81
2022-10-31;23;101,16
2022-11-01;0;34,91
2022-11-01;1;34,91
2022-11-01;2;35,31
2022-11-01;3;36,11
2022-11-01;4;36,11
2022-11-01;5;37,83
2022-11-01;6;48,82
2022-11-01;7;59,95
2022-11-01;8;77,99
2022-11-01;9;84,40
2022-11-01;10;67,65
2022-11-01;11;57,18
2022-11-01;12;48,91
2022-11-01;13;38,84
2022-11-01;14;41,24
2022-11-01;15;68,89
2022-11-01;16;80,00
2022-11-01;17;87,24
2022-11-01;18;111,75
2022-11-01;19;121,73
2022-11-01;20;99,63
2022-11-01;21;82,17
2022-11-01;22;35,00
2022-11-01;23;31,35
2022-11-02;0;26,19
2022-11-02;1;23,76
2022-11-02;2;17,38
2022-11-02;3;15,66
2022-11-02;4;15,66
2022-11-02;5;20,20
2022-11-02;6;29,29
2022-11-02;7;34,90
2022-11-02;8;39,64
2022-11-02;9;52,88
2022-11-02;10;69,91
2022-11-02;11;45,95
2022-11-02;12;42,58
2022-11-02;13;39,94
2022-11-02;14;51,40
2022-11-02;15;69,94
2022-11-02;16;89,11
2022-11-02;17;97,84
2022-11-02;18;139,17
2022-11-02;19;136,07
2022-11-02;20;101,40
2022-11-02;21;69,98
2022-11-02;22;45,21
2022-11-02;23;39,71
2022-11-03;0;32,80
2022-11-03;1;30,42
2022-11-03;2;29,24
2022-11-03;3;30,06
2022-11-03;4;30,06
2022-11-03;5;31,11
2022-11-03;6;34,17
2022-11-03;7;36,60
2022-11-03;8;87,20
2022-11-03;9;84,03
2022-11-03;10;71,20
2022-11-03;11;53,02
2022-11-03;12;38,37
2022-11-03;13;34,05
2022-11-03;14;34,74
2022-11-03;15;65,55
2022-11-03;16;73,91
2022-11-03;17;79,91
2022-11-03;18;115,86
2022-11-03;19;89,93
2022-11-03;20;35,37
2022-11-03;21;33,67
2022-11-03;22;33,02
2022-11-03;23;31,30
2022-11-04;0;18,30
2022-11-04;1;17,55
2022-11-04;2;17,37
2022-11-04;3;17,50
2022-11-04;4;17,50
2022-11-04;5;17,89
2022-11-04;6;21,39
2022-11-04;7;28,32
2022-11-04;8;31,33
2022-11-04;9;32,91
2022-11-04;10;34,42
2022-11-04;11;34,30
2022-11-04;12;33,83
2022-11-04;13;31,36
2022-11-04;14;30,03
2022-11-04;15;29,25
2022-11-04;16;26,54
2022-11-04;17;28,42
2022-11-04;18;27,64
2022-11-04;19;26,16
2022-11-04;20;212,51
2022-11-04;21;190,89
2022-11-04;22;182,51
2022-11-04;23;175,48
2022-11-05;0;23,52
2022-11-05;1;22,22
2022-11-05;2;22,07
2022-11-05;3;22,34
2022-11-05;4;23,43
2022-11-05;5;22,69
2022-11-05;6;53,02
2022-11-05;7;129,04
2022-11-05;8;139,39
2022-11-05;9;140,89
2022-11-05;10;133,83
2022-11-05;11;114,45
2022-11-05;12;96,36
2022-11-05;13;88,72
2022-11-05;14;109,63
2022-11-05;15;134,72
2022-11-05;16;147,42
2022-11-05;17;162,92
2022-11-05;18;153,91
2022-11-05;19;48,55
2022-11-05;20;30,97
2022-11-05;21;31,36
2022-11-05;22;29,92
2022-11-05;23;26,57
2022-11-06;0;26,06
2022-11-06;1;22,97
2022-11-06;2;23,40
2022-11-06;3;20,99
2022-11-06;4;24,02
2022-11-06;5;26,30
2022-11-06;6;29,93
2022-11-06;7;28,53
2022-11-06;8;30,61
2022-11-06;9;33,65
2022-11-06;10;35,20
2022-11-06;11;35,96
2022-11-06;12;37,72
2022-11-06;13;36,70
2022-11-06;14;36,44
2022-11-06;15;36,91
2022-11-06;16;39,17
2022-11-06;17;50,07
2022-11-06;18;49,86
2022-11-06;19;41,67
2022-11-06;20;35,82
2022-11-06;21;27,15
2022-11-06;22;27,59
2022-11-06;23;19,85
2022-11-07;0;15,28
2022-11-07;1;12,78
2022-11-07;2;9,17
2022-11-07;3;10,83
2022-11-07;4;12,84
2022-11-07;5;20,47
2022-11-07;6;36,40
2022-11-07;7;45,91
2022-11-07;8;49,98
2022-11-07;9;54,07
2022-11-07;10;56,45
2022-11-07;11;52,93
2022-11-07;12;49,91
2022-11-07;13;48,37
2022-11-07;14;51,95
2022-11-07;15;56,15
2022-11-07;16;60,03
2022-11-07;17;61,62
2022-11-07;18;49,98
2022-11-07;19;43,56
2022-11-07;20;38,40
2022-11-07;21;36,23
2022-11-07;22;31,99
2022-11-07;23;29,64
2022-11-08;0;30,94
2022-11-08;1;29,09
2022-11-08;2;27,70
2022-11-08;3;26,21
2022-11-08;4;30,07
2022-11-08;5;34,25
2022-11-08;6;46,56
2022-11-08;7;67,00
2022-11-08;8;76,98
2022-11-08;9;67,04
2022-11-08;10;65,10
2022-11-08;11;62,95
2022-11-08;12;61,28
2022-11-08;13;60,71
2022-11-08;14;60,51
2022-11-08;15;60,89
2022-11-08;16;65,81
2022-11-08;17;65,63
2022-11-08;18;59,92
2022-11-08;19;44,19
2022-11-08;20;39,32
2022-11-08;21;34,18
2022-11-08;22;33,26
2022-11-08;23;27,01
2022-11-09;0;19,56
2022-11-09;1;18,77
2022-11-09;2;18,22
2022-11-09;3;17,48
2022-11-09;4;18,44
2022-11-09;5;19,84
2022-11-09;6;22,89
2022-11-09;7;29,45
2022-11-09;8;33,07
2022-11-09;9;35,03
2022-11-09;10;39,90
2022-11-09;11;38,25
2022-11-09;12;33,06
2022-11-09;13;33,09
2022-11-09;14;33,04
2022-11-09;15;48,10
2022-11-09;16;60,75
2022-11-09;17;61,92
2022-11-09;18;60,35
2022-11-09;19;35,07
2022-11-09;20;33,07
2022-11-09;21;30,95
2022-11-09;22;29,55
2022-11-09;23;26,83
2022-11-10;0;27,59
2022-11-10;1;26,00
2022-11-10;2;25,76
2022-11-10;3;23,68
2022-11-10;4;22,18
2022-11-10;5;23,89
2022-11-10;6;43,17
2022-11-10;7;89,47
2022-11-10;8;89,66
2022-11-10;9;86,05
2022-11-10;10;75,57
2022-11-10;11;64,69
2022-11-10;12;43,51
2022-11-10;13;41,09
2022-11-10;14;35,29
2022-11-10;15;30,76
2022-11-10;16;31,14
2022-11-10;17;29,97
2022-11-10;18;22,46
2022-11-10;19;17,42
2022-11-10;20;16,40
2022-11-10;21;14,13
2022-11-10;22;11,68
2022-11-10;23;7,52
2022-11-11;0;0,95
2022-11-11;1;0,29
2022-11-11;2;0,00
2022-11-11;3;-0,06
2022-11-11;4;-0,07
2022-11-11;5;0,01
2022-11-11;6;0,83
2022-11-11;7;2,01
2022-11-11;8;3,05
2022-11-11;9;3,01
2022-11-11;10;3,03
2022-11-11;11;3,02
2022-11-11;12;2,50
2022-11-11;13;2,13
2022-11-11;14;2,51
2022-11-11;15;2,84
2022-11-11;16;5,04
2022-11-11;17;6,35
2022-11-11;18;4,71
2022-11-11;19;2,36
2022-11-11;20;1,02
2022-11-11;21;0,91
2022-11-11;22;0,38
2022-11-11;23;-0,01
2022-11-12;0;-1,04
2022-11-12;1;-1,98
2022-11-12;2;-2,05
2022-11-12;3;-2,08
2022-11-12;4;-2,08
2022-11-12;5;-2,03
2022-11-12;6;-1,11
2022-11-12;7;-0,38
2022-11-12;8;0,00
2022-11-12;9;0,57
2022-11-12;10;0,99
2022-11-12;11;1,65
2022-11-12;12;1,48
2022-11-12;13;1,71
2022-11-12;14;1,93
2022-11-12;15;2,05
2022-11-12;16;4,48
2022-11-12;17;7,49
2022-11-12;18;6,07
2022-11-12;19;9,50
2022-11-12;20;5,92
2022-11-12;21;5,07
2022-11-12;22;5,44
2022-11-12;23;5,08
2022-11-13;0;10,37
2022-11-13;1;11,67
2022-11-13;2;13,08
2022-11-13;3;14,62
2022-11-13;4;16,33
2022-11-13;5;17,29
2022-11-13;6;19,60
2022-11-13;7;22,35
2022-11-13;8;25,68
2022-11-13;9;32,47
2022-11-13;10;36,30
2022-11-13;11;38,95
2022-11-13;12;42,08
2022-11-13;13;38,78
2022-11-13;14;35,37
2022-11-13;15;38,29
2022-11-13;16;146,77
2022-11-13;17;187,61
2022-11-13;18;197,86
2022-11-13;19;165,12
2022-11-13;20;146,44
2022-11-13;21;137,65
2022-11-13;22;138,00
2022-11-13;23;119,18
2022-11-14;0;97,61
2022-11-14;1;84,59
2022-11-14;2;68,51
2022-11-14;3;36,39
2022-11-14;4;37,16
2022-11-14;5;45,86
2022-11-14;6;147,04
2022-11-14;7;200,17
2022-11-14;8;203,89
2022-11-14;9;166,45
2022-11-14;10;142,40
2022-11-14;11;129,90
2022-11-14;12;143,33
2022-11-14;13;165,69
2022-11-14;14;202,34
2022-11-14;15;212,28
2022-11-14;16;212,44
2022-11-14;17;254,18
2022-11-14;18;217,88
2022-11-14;19;187,44
2022-11-14;20;156,64
2022-11-14;21;100,00
2022-11-14;22;21,38
2022-11-14;23;17,30
2022-11-15;0;27,84
2022-11-15;1;25,30
2022-11-15;2;21,61
2022-11-15;3;18,96
2022-11-15;4;20,21
2022-11-15;5;23,76
2022-11-15;6;27,29
2022-11-15;7;71,60
2022-11-15;8;88,92
2022-11-15;9;95,17
2022-11-15;10;99,91
2022-11-15;11;95,10
2022-11-15;12;89,44
2022-11-15;13;83,97
2022-11-15;14;82,82
2022-11-15;15;69,85
2022-11-15;16;56,16
2022-11-15;17;79,98
2022-11-15;18;43,44
2022-11-15;19;27,84
2022-11-15;20;23,42
2022-11-15;21;18,83
2022-11-15;22;17,84
2022-11-15;23;15,61
2022-11-16;0;18,93
2022-11-16;1;17,87
2022-11-16;2;17,21
2022-11-16;3;17,10
2022-11-16;4;17,29
2022-11-16;5;18,44
2022-11-16;6;22,63
2022-11-16;7;28,65
2022-11-16;8;34,23
2022-11-16;9;28,91
2022-11-16;10;31,26
2022-11-16;11;32,72
2022-11-16;12;29,46
2022-11-16;13;28,22
2022-11-16;14;29,57
2022-11-16;15;29,41
2022-11-16;16;31,39
2022-11-16;17;49,95
2022-11-16;18;40,03
2022-11-16;19;24,96
2022-11-16;20;25,45
2022-11-16;21;24,29
2022-11-16;22;23,58
2022-11-16;23;20,11
2022-11-17;0;36,37
2022-11-17;1;23,92
2022-11-17;2;16,97
2022-11-17;3;14,66
2022-11-17;4;14,72
2022-11-17;5;17,64
2022-11-17;6;42,26
2022-11-17;7;61,41
2022-11-17;8;85,86
2022-11-17;9;72,28
2022-11-17;10;60,56
2022-11-17;11;59,41
2022-11-17;12;57,32
2022-11-17;13;57,61
2022-11-17;14;57,94
2022-11-17;15;61,86
2022-11-17;16;64,07
2022-11-17;17;74,78
2022-11-17;18;60,56
2022-11-17;19;49,84
2022-11-17;20;44,22
2022-11-17;21;37,63
2022-11-17;22;39,90
2022-11-17;23;32,04
2022-11-18;0;78,79
2022-11-18;1;74,94
2022-11-18;2;71,56
2022-11-18;3;69,75
2022-11-18;4;79,22
2022-11-18;5;85,34
2022-11-18;6;101,04
2022-11-18;7;121,46
2022-11-18;8;137,96
2022-11-18;9;134,52
2022-11-18;10;119,28
2022-11-18;11;110,42
2022-11-18;12;107,68
2022-11-18;13;106,06
2022-11-18;14;107,65
2022-11-18;15;117,44
2022-11-18;16;132,84
2022-11-18;17;155,97
2022-11-18;18;157,90
2022-11-18;19;119,98
2022-11-18;20;109,47
2022-11-18;21;109,90
2022-11-18;22;107,81
2022-11-18;23;83,70
2022-11-19;0;122,05
2022-11-19;1;116,52
2022-11-19;2;119,95
2022-11-19;3;119,92
2022-11-19;4;119,96
2022-11-19;5;121,58
2022-11-19;6;123,33
2022-11-19;7;145,53
2022-11-19;8;155,66
2022-11-19;9;181,98
2022-11-19;10;176,44
2022-11-19;11;198,76
2022-11-19;12;182,26
2022-11-19;13;187,42
2022-11-19;14;208,22
2022-11-19;15;227,11
2022-11-19;16;243,39
2022-11-19;17;281,98
2022-11-19;18;287,29
2022-11-19;19;260,70
2022-11-19;20;240,00
2022-11-19;21;232,09
2022-11-19;22;213,79
2022-11-19;23;199,91
2022-11-20;0;200,74
2022-11-20;1;179,51
2022-11-20;2;182,92
2022-11-20;3;176,52
2022-11-20;4;170,24
2022-11-20;5;175,88
2022-11-20;6;180,08
2022-11-20;7;194,19
2022-11-20;8;200,03
2022-11-20;9;215,03
2022-11-20;10;212,03
2022-11-20;11;217,99
2022-11-20;12;210,05
2022-11-20;13;198,85
2022-11-20;14;205,15
2022-11-20;15;224,60
2022-11-20;16;241,95
2022-11-20;17;267,37
2022-11-20;18;273,00
2022-11-20;19;266,44
2022-11-20;20;244,90
2022-11-20;21;215,10
2022-11-20;22;212,03
2022-11-20;23;162,06
2022-11-21;0;136,01
2022-11-21;1;136,03
2022-11-21;2;144,86
2022-11-21;3;140,48
2022-11-21;4;150,00
2022-11-21;5;164,59
2022-11-21;6;270,40
2022-11-21;7;316,94
2022-11-21;8;324,05
2022-11-21;9;308,15
2022-11-21;10;296,18
2022-11-21;11;307,53
2022-11-21;12;299,82
2022-11-21;13;302,32
2022-11-21;14;332,02
2022-11-21;15;333,69
2022-11-21;16;334,68
2022-11-21;17;335,39
2022-11-21;18;315,41
2022-11-21;19;291,43
2022-11-21;20;252,17
2022-11-21;21;220,00
2022-11-21;22;199,93
2022-11-21;23;155,03
2022-11-22;0;122,19
2022-11-22;1;112,45
2022-11-22;2;99,97
2022-11-22;3;84,60
2022-11-22;4;90,71
2022-11-22;5;104,76
2022-11-22;6;152,18
2022-11-22;7;224,40
2022-11-22;8;242,99
2022-11-22;9;209,32
2022-11-22;10;214,04
2022-11-22;11;224,13
2022-11-22;12;212,93
2022-11-22;13;211,87
2022-11-22;14;209,07
2022-11-22;15;224,68
2022-11-22;16;212,05
2022-11-22;17;219,06
2022-11-22;18;193,79
2022-11-22;19;181,19
2022-11-22;20;156,18
2022-11-22;21;153,17
2022-11-22;22;149,92
2022-11-22;23;137,52
2022-11-23;0;127,45
2022-11-23;1;123,80
2022-11-23;2;109,59
2022-11-23;3;107,07
2022-11-23;4;113,88
2022-11-23;5;120,27
2022-11-23;6;139,99
2022-11-23;7;149,90
2022-11-23;8;165,79
2022-11-23;9;170,62
2022-11-23;10;172,74
2022-11-23;11;166,77
2022-11-23;12;162,64
2022-11-23;13;161,14
2022-11-23;14;175,76
2022-11-23;15;179,91
2022-11-23;16;186,16
2022-11-23;17;218,13
2022-11-23;18;165,81
2022-11-23;19;154,80
2022-11-23;20;139,97
2022-11-23;21;125,11
2022-11-23;22;125,38
2022-11-23;23;113,78
2022-11-24;0;138,23
2022-11-24;1;124,31
2022-11-24;2;121,92
2022-11-24;3;117,49
2022-11-24;4;125,92
2022-11-24;5;149,88
2022-11-24;6;207,39
2022-11-24;7;293,16
2022-11-24;8;309,09
2022-11-24;9;294,94
2022-11-24;10;295,02
2022-11-24;11;289,90
2022-11-24;12;272,93
2022-11-24;13;269,92
2022-11-24;14;272,24
2022-11-24;15;300,36
2022-11-24;16;315,05
2022-11-24;17;322,72
2022-11-24;18;299,59
2022-11-24;19;285,91
2022-11-24;20;261,56
2022-11-24;21;229,94
2022-11-24;22;217,10
2022-11-24;23;173,64
2022-11-25;0;187,29
2022-11-25;1;175,19
2022-11-25;2;163,07
2022-11-25;3;151,82
2022-11-25;4;159,15
2022-11-25;5;177,28
2022-11-25;6;225,06
2022-11-25;7;297,07
2022-11-25;8;307,65
2022-11-25;9;282,90
2022-11-25;10;280,45
2022-11-25;11;263,47
2022-11-25;12;256,03
2022-11-25;13;272,43
2022-11-25;14;290,17
2022-11-25;15;318,36
2022-11-25;16;327,36
2022-11-25;17;349,90
2022-11-25;18;337,95
2022-11-25;19;314,37
2022-11-25;20;274,15
2022-11-25;21;259,93
2022-11-25;22;263,45
2022-11-25;23;220,61
2022-11-26;0;207,67
2022-11-26;1;205,64
2022-11-26;2;194,36
2022-11-26;3;195,20
2022-11-26;4;193,24
2022-11-26;5;202,95
2022-11-26;6;209,78
2022-11-26;7;222,60
2022-11-26;8;258,61
2022-11-26;9;273,18
2022-11-26;10;257,83
2022-11-26;11;253,32
2022-11-26;12;249,99
2022-11-26;13;237,41
2022-11-26;14;257,61
2022-11-26;15;264,02
2022-11-26;16;288,20
2022-11-26;17;315,92
2022-11-26;18;306,10
2022-11-26;19;270,08
2022-11-26;20;232,22
2022-11-26;21;208,25
2022-11-26;22;195,20
2022-11-26;23;169,52
2022-11-27;0;141,41
2022-11-27;1;132,40
2022-11-27;2;122,01
2022-11-27;3;99,40
2022-11-27;4;99,40
2022-11-27;5;105,64
2022-11-27;6;125,00
2022-11-27;7;132,52
2022-11-27;8;135,48
2022-11-27;9;147,01
2022-11-27;10;149,82
2022-11-27;11;159,53
2022-11-27;12;155,79
2022-11-27;13;151,84
2022-11-27;14;157,13
2022-11-27;15;158,00
2022-11-27;16;165,72
2022-11-27;17;174,51
2022-11-27;18;174,81
2022-11-27;19;163,21
2022-11-27;20;152,41
2022-11-27;21;127,11
2022-11-27;22;98,35
2022-11-27;23;83,78
2022-11-28;0;126,12
2022-11-28;1;126,41
2022-11-28;2;122,46
2022-11-28;3;115,45
2022-11-28;4;116,35
2022-11-28;5;120,08
2022-11-28;6;147,02
2022-11-28;7;182,00
2022-11-28;8;204,08
2022-11-28;9;206,79
2022-11-28;10;227,96
2022-11-28;11;233,19
2022-11-28;12;232,37
2022-11-28;13;232,34
2022-11-28;14;232,31
2022-11-28;15;232,90
2022-11-28;16;245,47
2022-11-28;17;249,98
2022-11-28;18;241,15
2022-11-28;19;219,77
2022-11-28;20;202,30
2022-11-28;21;190,13
2022-11-28;22;177,63
2022-11-28;23;141,41
2022-11-29;0;209,66
2022-11-29;1;204,93
2022-11-29;2;209,93
2022-11-29;3;209,77
2022-11-29;4;209,92
2022-11-29;5;222,02
2022-11-29;6;259,67
2022-11-29;7;386,71
2022-11-29;8;443,55
2022-11-29;9;445,32
2022-11-29;10;445,91
2022-11-29;11;435,60
2022-11-29;12;418,05
2022-11-29;13;424,26
2022-11-29;14;446,38
2022-11-29;15;450,70
2022-11-29;16;460,04
2022-11-29;17;501,10
2022-11-29;18;486,86
2022-11-29;19;452,69
2022-11-29;20;390,40
2022-11-29;21;329,48
2022-11-29;22;290,51
2022-11-29;23;273,53
2022-11-30;0;268,35
2022-11-30;1;259,39
2022-11-30;2;256,07
2022-11-30;3;254,53
2022-11-30;4;261,20
2022-11-30;5;283,04
2022-11-30;6;332,28
2022-11-30;7;434,43
2022-11-30;8;478,10
2022-11-30;9;478,60
2022-11-30;10;474,71
2022-11-30;11;482,52
2022-11-30;12;449,99
2022-11-30;13;450,47
2022-11-30;14;464,24
2022-11-30;15;458,76
2022-11-30;16;478,40
2022-11-30;17;503,55
2022-11-30;18;495,20
2022-11-30;19;465,14
2022-11-30;20;413,90
2022-11-30;21;344,20
2022-11-30;22;309,25
2022-11-30;23;265,57
2022-12-01;0;285,05
2022-12-01;1;284,43
2022-12-01;2;277,92
2022-12-01;3;268,21
2022-12-01;4;271,91
2022-12-01;5;283,49
2022-12-01;6;353,18
2022-12-01;7;450,84
2022-12-01;8;463,35
2022-12-01;9;460,14
2022-12-01;10;453,07
2022-12-01;11;446,43
2022-12-01;12;437,88
2022-12-01;13;446,54
2022-12-01;14;464,07
2022-12-01;15;463,10
2022-12-01;16;458,04
2022-12-01;17;484,07
2022-12-01;18;469,79
2022-12-01;19;457,89
2022-12-01;20;430,80
2022-12-01;21;379,49
2022-12-01;22;332,46
2022-12-01;23;297,24
2022-12-02;0;306,33
2022-12-02;1;294,19
2022-12-02;2;291,92
2022-12-02;3;291,80
2022-12-02;4;293,50
2022-12-02;5;306,28
2022-12-02;6;352,87
2022-12-02;7;413,60
2022-12-02;8;442,66
2022-12-02;9;433,19
2022-12-02;10;427,34
2022-12-02;11;409,66
2022-12-02;12;403,96
2022-12-02;13;384,30
2022-12-02;14;307,58
2022-12-02;15;288,00
2022-12-02;16;281,82
2022-12-02;17;370,04
2022-12-02;18;326,00
2022-12-02;19;304,68
2022-12-02;20;252,46
2022-12-02;21;277,83
2022-12-02;22;269,98
2022-12-02;23;248,30
2022-12-03;0;232,43
2022-12-03;1;229,95
2022-12-03;2;226,05
2022-12-03;3;220,07
2022-12-03;4;225,10
2022-12-03;5;237,41
2022-12-03;6;244,24
2022-12-03;7;245,21
2022-12-03;8;248,97
2022-12-03;9;267,91
2022-12-03;10;288,95
2022-12-03;11;293,38
2022-12-03;12;280,80
2022-12-03;13;278,19
2022-12-03;14;279,77
2022-12-03;15;292,15
2022-12-03;16;299,97
2022-12-03;17;302,86
2022-12-03;18;294,03
2022-12-03;19;275,05
2022-12-03;20;264,57
2022-12-03;21;263,18
2022-12-03;22;257,07
2022-12-03;23;241,27
2022-12-04;0;230,70
2022-12-04;1;219,92
2022-12-04;2;231,19
2022-12-04;3;210,69
2022-12-04;4;209,41
2022-12-04;5;213,65
2022-12-04;6;211,90
2022-12-04;7;223,71
2022-12-04;8;255,30
2022-12-04;9;281,89
2022-12-04;10;293,52
2022-12-04;11;299,21
2022-12-04;12;297,53
2022-12-04;13;294,29
2022-12-04;14;296,58
2022-12-04;15;298,38
2022-12-04;16;314,83
2022-12-04;17;336,65
2022-12-04;18;295,41
2022-12-04;19;292,64
2022-12-04;20;261,07
2022-12-04;21;269,96
2022-12-04;22;257,65
2022-12-04;23;240,15
2022-12-05;0;205,16
2022-12-05;1;191,19
2022-12-05;2;179,99
2022-12-05;3;177,32
2022-12-05;4;163,66
2022-12-05;5;244,38
2022-12-05;6;263,68
2022-12-05;7;297,07
2022-12-05;8;288,62
2022-12-05;9;300,01
2022-12-05;10;313,03
2022-12-05;11;328,90
2022-12-05;12;323,70
2022-12-05;13;320,00
2022-12-05;14;335,93
2022-12-05;15;410,09
2022-12-05;16;420,40
2022-12-05;17;444,98
2022-12-05;18;422,76
2022-12-05;19;417,65
2022-12-05;20;382,89
2022-12-05;21;325,12
2022-12-05;22;296,95
2022-12-05;23;285,60
2022-12-06;0;290,95
2022-12-06;1;271,24
2022-12-06;2;269,28
2022-12-06;3;271,02
2022-12-06;4;280,48
2022-12-06;5;301,81
2022-12-06;6;370,99
2022-12-06;7;451,84
2022-12-06;8;444,75
2022-12-06;9;448,91
2022-12-06;10;453,20
2022-12-06;11;450,55
2022-12-06;12;453,97
2022-12-06;13;446,10
2022-12-06;14;458,65
2022-12-06;15;453,84
2022-12-06;16;461,53
2022-12-06;17;479,40
2022-12-06;18;453,93
2022-12-06;19;418,26
2022-12-06;20;368,95
2022-12-06;21;319,00
2022-12-06;22;304,98
2022-12-06;23;267,39
2022-12-07;0;264,59
2022-12-07;1;235,72
2022-12-07;2;203,91
2022-12-07;3;199,96
2022-12-07;4;230,18
2022-12-07;5;259,40
2022-12-07;6;281,92
2022-12-07;7;379,91
2022-12-07;8;405,13
2022-12-07;9;394,29
2022-12-07;10;378,48
2022-12-07;11;355,56
2022-12-07;12;379,98
2022-12-07;13;343,81
2022-12-07;14;408,06
2022-12-07;15;436,74
2022-12-07;16;454,07
2022-12-07;17;419,26
2022-12-07;18;400,00
2022-12-07;19;388,38
2022-12-07;20;408,82
2022-12-07;21;327,15
2022-12-07;22;293,51
2022-12-07;23;272,42
2022-12-08;0;295,72
2022-12-08;1;280,78
2022-12-08;2;269,67
2022-12-08;3;269,91
2022-12-08;4;275,49
2022-12-08;5;299,79
2022-12-08;6;328,43
2022-12-08;7;406,39
2022-12-08;8;447,82
2022-12-08;9;454,09
2022-12-08;10;447,85
2022-12-08;11;446,22
2022-12-08;12;448,47
2022-12-08;13;448,26
2022-12-08;14;454,05
2022-12-08;15;456,99
2022-12-08;16;462,92
2022-12-08;17;498,21
2022-12-08;18;459,27
2022-12-08;19;454,02
2022-12-08;20;433,91
2022-12-08;21;352,92
2022-12-08;22;320,43
2022-12-08;23;286,26
2022-12-09;0;325,99
2022-12-09;1;299,07
2022-12-09;2;293,01
2022-12-09;3;289,23
2022-12-09;4;294,61
2022-12-09;5;310,59
2022-12-09;6;358,77
2022-12-09;7;455,38
2022-12-09;8;474,29
2022-12-09;9;474,70
2022-12-09;10;471,33
2022-12-09;11;484,16
2022-12-09;12;481,10
2022-12-09;13;470,00
2022-12-09;14;476,44
2022-12-09;15;473,91
2022-12-09;16;463,48
2022-12-09;17;507,91
2022-12-09;18;473,44
2022-12-09;19;451,51
2022-12-09;20;440,00
2022-12-09;21;376,00
2022-12-09;22;329,92
2022-12-09;23;308,63
2022-12-10;0;302,79
2022-12-10;1;296,51
2022-12-10;2;282,36
2022-12-10;3;278,83
