hour,date,price
23,2022-10-01,"66,13"
0,2022-10-02,"64,54"
1,2022-10-02,"64,04"
2,2022-10-02,"58,24"
3,2022-10-02,"61,95"
4,2022-10-02,"59,19"
5,2022-10-02,"59,53"
6,2022-10-02,"59,38"
7,2022-10-02,"60,03"
8,2022-10-02,"85,03"
9,2022-10-02,"92,00"
10,2022-10-02,"74,15"
11,2022-10-02,"63,61"
12,2022-10-02,"58,89"
13,2022-10-02,"57,76"
14,2022-10-02,"64,55"
15,2022-10-02,"67,01"
16,2022-10-02,"91,36"
17,2022-10-02,"187,44"
18,2022-10-02,"199,73"
19,2022-10-02,"169,55"
20,2022-10-02,"148,24"
21,2022-10-02,"224,94"
22,2022-10-02,"158,80"
23,2022-10-02,"147,30"
0,2022-10-03,"80,84"
1,2022-10-03,"94,04"
2,2022-10-03,"82,92"
3,2022-10-03,"84,27"
4,2022-10-03,"95,21"
5,2022-10-03,"126,95"
6,2022-10-03,"192,68"
7,2022-10-03,"286,82"
8,2022-10-03,"304,10"
9,2022-10-03,"259,36"
10,2022-10-03,"199,93"
11,2022-10-03,"147,33"
12,2022-10-03,"119,09"
13,2022-10-03,"129,31"
14,2022-10-03,"145,08"
15,2022-10-03,"157,18"
16,2022-10-03,"204,07"
17,2022-10-03,"312,48"
18,2022-10-03,"344,99"
19,2022-10-03,"351,27"
20,2022-10-03,"342,91"
21,2022-10-03,"306,83"
22,2022-10-03,"184,27"
23,2022-10-03,"141,99"
0,2022-10-04,"80,20"
1,2022-10-04,"79,93"
2,2022-10-04,"79,95"
3,2022-10-04,"79,94"
4,2022-10-04,"84,95"
5,2022-10-04,"133,24"
6,2022-10-04,"238,15"
7,2022-10-04,"282,52"
8,2022-10-04,"343,20"
9,2022-10-04,"309,48"
10,2022-10-04,"252,69"
11,2022-10-04,"212,03"
12,2022-10-04,"161,91"
13,2022-10-04,"150,69"
14,2022-10-04,"140,07"
15,2022-10-04,"144,08"
16,2022-10-04,"177,30"
17,2022-10-04,"200,04"
18,2022-10-04,"222,86"
19,2022-10-04,"200,13"
20,2022-10-04,"166,38"
21,2022-10-04,"61,31"
22,2022-10-04,"40,65"
23,2022-10-04,"28,04"
0,2022-10-05,"17,99"
1,2022-10-05,"16,98"
2,2022-10-05,"16,54"
3,2022-10-05,"16,92"
4,2022-10-05,"18,84"
5,2022-10-05,"29,00"
6,2022-10-05,"46,70"
7,2022-10-05,"62,93"
8,2022-10-05,"71,42"
9,2022-10-05,"73,26"
10,2022-10-05,"76,91"
11,2022-10-05,"54,84"
12,2022-10-05,"38,94"
13,2022-10-05,"23,54"
14,2022-10-05,"17,17"
15,2022-10-05,"19,48"
16,2022-10-05,"35,92"
17,2022-10-05,"25,69"
18,2022-10-05,"20,19"
19,2022-10-05,"15,99"
20,2022-10-05,"10,10"
21,2022-10-05,"4,45"
22,2022-10-05,"0,08"
23,2022-10-05,"-0,19"
0,2022-10-06,"-0,39"
1,2022-10-06,"-0,95"
2,2022-10-06,"-0,99"
3,2022-10-06,"-0,52"
4,2022-10-06,"-0,09"
5,2022-10-06,"0,58"
6,2022-10-06,"4,27"
7,2022-10-06,"10,19"
8,2022-10-06,"13,11"
9,2022-10-06,"13,01"
10,2022-10-06,"11,12"
11,2022-10-06,"8,94"
12,2022-10-06,"5,68"
13,2022-10-06,"4,39"
14,2022-10-06,"3,95"
15,2022-10-06,"4,35"
16,2022-10-06,"4,16"
17,2022-10-06,"6,65"
18,2022-10-06,"5,48"
19,2022-10-06,"5,08"
20,2022-10-06,"3,30"
21,2022-10-06,"1,47"
22,2022-10-06,"0,09"
23,2022-10-06,"-0,05"
0,2022-10-07,"-0,92"
1,2022-10-07,"-0,96"
2,2022-10-07,"-0,96"
3,2022-10-07,"-0,59"
4,2022-10-07,"-0,05"
5,2022-10-07,"0,81"
6,2022-10-07,"5,95"
7,2022-10-07,"13,34"
8,2022-10-07,"14,93"
9,2022-10-07,"14,94"
10,2022-10-07,"14,91"
11,2022-10-07,"14,52"
12,2022-10-07,"14,06"
13,2022-10-07,"13,74"
14,2022-10-07,"12,08"
15,2022-10-07,"10,52"
16,2022-10-07,"7,59"
17,2022-10-07,"10,38"
18,2022-10-07,"11,33"
19,2022-10-07,"10,64"
20,2022-10-07,"8,08"
21,2022-10-07,"5,74"
22,2022-10-07,"3,78"
23,2022-10-07,"1,30"
0,2022-10-08,"0,01"
1,2022-10-08,"0,00"
2,2022-10-08,"-0,03"
3,2022-10-08,"0,00"
4,2022-10-08,"0,07"
5,2022-10-08,"2,03"
6,2022-10-08,"3,80"
7,2022-10-08,"7,48"
8,2022-10-08,"10,13"
9,2022-10-08,"12,00"
10,2022-10-08,"12,87"
11,2022-10-08,"11,57"
12,2022-10-08,"10,57"
13,2022-10-08,"9,39"
14,2022-10-08,"9,02"
15,2022-10-08,"9,67"
16,2022-10-08,"10,37"
17,2022-10-08,"10,87"
18,2022-10-08,"11,71"
19,2022-10-08,"13,08"
20,2022-10-08,"10,69"
21,2022-10-08,"9,93"
22,2022-10-08,"8,45"
23,2022-10-08,"5,29"
0,2022-10-09,"2,06"
1,2022-10-09,"1,66"
2,2022-10-09,"2,01"
3,2022-10-09,"2,22"
4,2022-10-09,"4,52"
5,2022-10-09,"7,71"
6,2022-10-09,"10,10"
7,2022-10-09,"11,37"
8,2022-10-09,"13,94"
9,2022-10-09,"16,82"
10,2022-10-09,"17,15"
11,2022-10-09,"15,54"
12,2022-10-09,"14,67"
13,2022-10-09,"14,24"
14,2022-10-09,"14,51"
15,2022-10-09,"14,42"
16,2022-10-09,"14,68"
17,2022-10-09,"15,04"
18,2022-10-09,"15,44"
19,2022-10-09,"15,07"
20,2022-10-09,"14,29"
21,2022-10-09,"14,30"
22,2022-10-09,"12,71"
23,2022-10-09,"10,73"
0,2022-10-10,"11,22"
1,2022-10-10,"10,38"
2,2022-10-10,"9,78"
3,2022-10-10,"9,03"
4,2022-10-10,"9,53"
5,2022-10-10,"11,31"
6,2022-10-10,"12,54"
7,2022-10-10,"12,16"
8,2022-10-10,"12,96"
9,2022-10-10,"13,54"
10,2022-10-10,"13,08"
11,2022-10-10,"12,74"
12,2022-10-10,"11,70"
13,2022-10-10,"10,60"
14,2022-10-10,"9,30"
15,2022-10-10,"10,65"
16,2022-10-10,"11,05"
17,2022-10-10,"12,97"
18,2022-10-10,"13,37"
19,2022-10-10,"12,90"
20,2022-10-10,"10,66"
21,2022-10-10,"9,59"
22,2022-10-10,"6,86"
23,2022-10-10,"2,02"
0,2022-10-11,"0,07"
1,2022-10-11,"0,06"
2,2022-10-11,"0,41"
3,2022-10-11,"1,05"
4,2022-10-11,"2,07"
5,2022-10-11,"7,77"
6,2022-10-11,"10,97"
7,2022-10-11,"12,62"
8,2022-10-11,"13,13"
9,2022-10-11,"12,97"
10,2022-10-11,"12,85"
11,2022-10-11,"12,64"
12,2022-10-11,"12,60"
13,2022-10-11,"12,22"
14,2022-10-11,"11,14"
15,2022-10-11,"10,96"
16,2022-10-11,"11,41"
17,2022-10-11,"12,68"
18,2022-10-11,"13,07"
19,2022-10-11,"12,78"
20,2022-10-11,"11,00"
21,2022-10-11,"10,58"
22,2022-10-11,"8,40"
23,2022-10-11,"3,15"
0,2022-10-12,"10,42"
1,2022-10-12,"10,30"
2,2022-10-12,"10,53"
3,2022-10-12,"11,24"
4,2022-10-12,"12,32"
5,2022-10-12,"14,48"
6,2022-10-12,"57,60"
7,2022-10-12,"200,69"
8,2022-10-12,"204,05"
9,2022-10-12,"209,75"
10,2022-10-12,"269,93"
11,2022-10-12,"202,16"
12,2022-10-12,"192,79"
13,2022-10-12,"186,91"
14,2022-10-12,"184,52"
15,2022-10-12,"185,96"
16,2022-10-12,"185,36"
17,2022-10-12,"203,31"
18,2022-10-12,"204,94"
19,2022-10-12,"202,07"
20,2022-10-12,"183,86"
21,2022-10-12,"96,86"
22,2022-10-12,"15,57"
23,2022-10-12,"14,98"
0,2022-10-13,"15,20"
1,2022-10-13,"14,76"
2,2022-10-13,"14,23"
3,2022-10-13,"14,09"
4,2022-10-13,"14,51"
5,2022-10-13,"15,65"
6,2022-10-13,"20,75"
7,2022-10-13,"119,90"
8,2022-10-13,"155,09"
9,2022-10-13,"155,00"
10,2022-10-13,"155,03"
11,2022-10-13,"155,05"
12,2022-10-13,"135,90"
13,2022-10-13,"119,95"
14,2022-10-13,"119,94"
15,2022-10-13,"114,04"
16,2022-10-13,"119,95"
17,2022-10-13,"150,06"
18,2022-10-13,"192,14"
19,2022-10-13,"175,07"
20,2022-10-13,"59,03"
21,2022-10-13,"40,07"
22,2022-10-13,"34,87"
23,2022-10-13,"29,71"
0,2022-10-14,"32,32"
1,2022-10-14,"34,28"
2,2022-10-14,"36,36"
3,2022-10-14,"46,24"
4,2022-10-14,"60,04"
5,2022-10-14,"70,96"
6,2022-10-14,"192,86"
7,2022-10-14,"219,84"
8,2022-10-14,"222,91"
9,2022-10-14,"257,25"
10,2022-10-14,"258,36"
11,2022-10-14,"249,02"
12,2022-10-14,"218,79"
13,2022-10-14,"212,84"
14,2022-10-14,"199,99"
15,2022-10-14,"181,20"
16,2022-10-14,"194,50"
17,2022-10-14,"205,29"
18,2022-10-14,"236,77"
19,2022-10-14,"239,26"
20,2022-10-14,"170,04"
21,2022-10-14,"32,71"
22,2022-10-14,"29,37"
23,2022-10-14,"20,46"
0,2022-10-15,"20,19"
1,2022-10-15,"20,76"
2,2022-10-15,"19,90"
3,2022-10-15,"18,84"
4,2022-10-15,"18,25"
5,2022-10-15,"17,60"
6,2022-10-15,"18,97"
7,2022-10-15,"18,39"
8,2022-10-15,"20,03"
9,2022-10-15,"21,41"
10,2022-10-15,"22,00"
11,2022-10-15,"25,90"
12,2022-10-15,"46,12"
13,2022-10-15,"50,02"
14,2022-10-15,"40,00"
15,2022-10-15,"23,05"
16,2022-10-15,"49,63"
17,2022-10-15,"94,65"
18,2022-10-15,"135,07"
19,2022-10-15,"24,72"
20,2022-10-15,"19,35"
21,2022-10-15,"18,73"
22,2022-10-15,"16,58"
23,2022-10-15,"14,49"
0,2022-10-16,"15,25"
1,2022-10-16,"15,62"
2,2022-10-16,"15,56"
3,2022-10-16,"16,01"
4,2022-10-16,"16,92"
5,2022-10-16,"17,57"
6,2022-10-16,"18,20"
7,2022-10-16,"18,90"
8,2022-10-16,"20,98"
9,2022-10-16,"21,46"
10,2022-10-16,"20,96"
11,2022-10-16,"19,94"
12,2022-10-16,"18,24"
13,2022-10-16,"13,38"
14,2022-10-16,"16,34"
15,2022-10-16,"17,19"
16,2022-10-16,"17,39"
17,2022-10-16,"18,94"
18,2022-10-16,"20,55"
19,2022-10-16,"19,54"
20,2022-10-16,"18,35"
21,2022-10-16,"18,81"
22,2022-10-16,"17,69"
23,2022-10-16,"16,77"
0,2022-10-17,"20,21"
1,2022-10-17,"19,96"
2,2022-10-17,"19,57"
3,2022-10-17,"19,19"
4,2022-10-17,"18,68"
5,2022-10-17,"18,25"
6,2022-10-17,"18,69"
7,2022-10-17,"44,78"
8,2022-10-17,"169,24"
9,2022-10-17,"156,26"
10,2022-10-17,"125,24"
11,2022-10-17,"128,92"
12,2022-10-17,"117,49"
13,2022-10-17,"115,03"
14,2022-10-17,"120,31"
15,2022-10-17,"136,03"
16,2022-10-17,"148,37"
17,2022-10-17,"137,69"
18,2022-10-17,"154,82"
19,2022-10-17,"121,42"
20,2022-10-17,"28,31"
21,2022-10-17,"26,27"
22,2022-10-17,"22,70"
23,2022-10-17,"20,36"
0,2022-10-18,"24,24"
1,2022-10-18,"23,89"
2,2022-10-18,"23,78"
3,2022-10-18,"23,93"
4,2022-10-18,"23,61"
5,2022-10-18,"24,55"
6,2022-10-18,"29,13"
7,2022-10-18,"175,50"
8,2022-10-18,"216,86"
9,2022-10-18,"197,45"
10,2022-10-18,"187,16"
11,2022-10-18,"78,30"
12,2022-10-18,"60,04"
13,2022-10-18,"27,68"
14,2022-10-18,"25,92"
15,2022-10-18,"24,76"
16,2022-10-18,"26,14"
17,2022-10-18,"119,91"
18,2022-10-18,"150,40"
19,2022-10-18,"96,78"
20,2022-10-18,"21,48"
21,2022-10-18,"20,59"
22,2022-10-18,"17,43"
23,2022-10-18,"15,99"
0,2022-10-19,"16,00"
1,2022-10-19,"15,71"
2,2022-10-19,"15,76"
3,2022-10-19,"16,04"
4,2022-10-19,"18,25"
5,2022-10-19,"19,30"
6,2022-10-19,"156,86"
7,2022-10-19,"185,40"
8,2022-10-19,"199,60"
9,2022-10-19,"195,05"
10,2022-10-19,"181,87"
11,2022-10-19,"168,91"
12,2022-10-19,"148,98"
13,2022-10-19,"144,64"
14,2022-10-19,"139,06"
15,2022-10-19,"147,63"
16,2022-10-19,"164,87"
17,2022-10-19,"179,99"
18,2022-10-19,"176,72"
19,2022-10-19,"168,76"
20,2022-10-19,"157,27"
21,2022-10-19,"142,94"
22,2022-10-19,"86,75"
23,2022-10-19,"19,72"
0,2022-10-20,"23,08"
1,2022-10-20,"22,94"
2,2022-10-20,"24,76"
3,2022-10-20,"26,27"
4,2022-10-20,"28,25"
5,2022-10-20,"109,08"
6,2022-10-20,"145,93"
7,2022-10-20,"168,57"
8,2022-10-20,"195,81"
9,2022-10-20,"167,65"
10,2022-10-20,"167,41"
11,2022-10-20,"154,94"
12,2022-10-20,"132,77"
13,2022-10-20,"129,88"
14,2022-10-20,"130,08"
15,2022-10-20,"134,32"
16,2022-10-20,"144,51"
17,2022-10-20,"164,09"
18,2022-10-20,"173,42"
19,2022-10-20,"176,69"
20,2022-10-20,"153,72"
21,2022-10-20,"137,10"
22,2022-10-20,"64,99"
23,2022-10-20,"49,91"
0,2022-10-21,"56,50"
1,2022-10-21,"53,33"
2,2022-10-21,"51,67"
3,2022-10-21,"51,72"
4,2022-10-21,"55,35"
5,2022-10-21,"59,34"
6,2022-10-21,"150,02"
7,2022-10-21,"173,05"
8,2022-10-21,"186,60"
9,2022-10-21,"188,59"
10,2022-10-21,"176,10"
11,2022-10-21,"172,44"
12,2022-10-21,"162,45"
13,2022-10-21,"159,64"
14,2022-10-21,"156,83"
15,2022-10-21,"153,78"
16,2022-10-21,"158,25"
17,2022-10-21,"167,20"
18,2022-10-21,"169,66"
19,2022-10-21,"155,50"
20,2022-10-21,"144,51"
21,2022-10-21,"68,16"
22,2022-10-21,"57,50"
23,2022-10-21,"51,31"
0,2022-10-22,"69,23"
1,2022-10-22,"64,00"
2,2022-10-22,"62,35"
3,2022-10-22,"63,04"
4,2022-10-22,"63,23"
5,2022-10-22,"62,91"
6,2022-10-22,"90,04"
7,2022-10-22,"100,10"
8,2022-10-22,"140,83"
9,2022-10-22,"142,11"
10,2022-10-22,"140,01"
11,2022-10-22,"132,35"
12,2022-10-22,"129,14"
13,2022-10-22,"121,17"
14,2022-10-22,"112,10"
15,2022-10-22,"114,00"
16,2022-10-22,"129,61"
17,2022-10-22,"154,86"
18,2022-10-22,"173,57"
19,2022-10-22,"177,55"
20,2022-10-22,"80,01"
21,2022-10-22,"87,68"
22,2022-10-22,"45,18"
23,2022-10-22,"29,00"
0,2022-10-23,"33,29"
1,2022-10-23,"30,93"
2,2022-10-23,"29,80"
3,2022-10-23,"28,67"
4,2022-10-23,"30,74"
5,2022-10-23,"37,73"
6,2022-10-23,"30,69"
7,2022-10-23,"34,46"
8,2022-10-23,"47,48"
9,2022-10-23,"59,60"
10,2022-10-23,"85,80"
11,2022-10-23,"90,99"
12,2022-10-23,"75,33"
13,2022-10-23,"64,49"
14,2022-10-23,"61,51"
15,2022-10-23,"61,63"
16,2022-10-23,"83,17"
17,2022-10-23,"101,38"
18,2022-10-23,"112,44"
19,2022-10-23,"112,72"
20,2022-10-23,"100,51"
21,2022-10-23,"85,23"
22,2022-10-23,"61,12"
23,2022-10-23,"61,39"
0,2022-10-24,"49,67"
1,2022-10-24,"48,38"
2,2022-10-24,"37,17"
3,2022-10-24,"25,08"
4,2022-10-24,"38,07"
5,2022-10-24,"51,97"
6,2022-10-24,"68,29"
7,2022-10-24,"103,69"
8,2022-10-24,"122,10"
9,2022-10-24,"108,91"
10,2022-10-24,"104,75"
11,2022-10-24,"81,49"
12,2022-10-24,"68,10"
13,2022-10-24,"67,82"
14,2022-10-24,"68,19"
15,2022-10-24,"76,16"
16,2022-10-24,"82,50"
17,2022-10-24,"109,98"
18,2022-10-24,"119,34"
19,2022-10-24,"125,99"
20,2022-10-24,"59,72"
21,2022-10-24,"50,50"
22,2022-10-24,"29,08"
23,2022-10-24,"23,74"
0,2022-10-25,"25,48"
1,2022-10-25,"25,05"
2,2022-10-25,"24,38"
3,2022-10-25,"23,91"
4,2022-10-25,"24,06"
5,2022-10-25,"27,76"
6,2022-10-25,"33,58"
7,2022-10-25,"115,80"
8,2022-10-25,"126,66"
9,2022-10-25,"112,72"
10,2022-10-25,"72,23"
11,2022-10-25,"59,01"
12,2022-10-25,"61,52"
13,2022-10-25,"64,02"
14,2022-10-25,"67,96"
15,2022-10-25,"80,16"
16,2022-10-25,"73,83"
17,2022-10-25,"149,00"
18,2022-10-25,"171,03"
19,2022-10-25,"141,12"
20,2022-10-25,"77,18"
21,2022-10-25,"64,49"
22,2022-10-25,"59,57"
23,2022-10-25,"55,84"
0,2022-10-26,"58,30"
1,2022-10-26,"55,19"
2,2022-10-26,"55,69"
3,2022-10-26,"58,08"
4,2022-10-26,"60,27"
5,2022-10-26,"69,88"
6,2022-10-26,"124,07"
7,2022-10-26,"151,26"
8,2022-10-26,"158,21"
9,2022-10-26,"146,46"
10,2022-10-26,"133,31"
11,2022-10-26,"118,58"
12,2022-10-26,"112,49"
13,2022-10-26,"115,93"
14,2022-10-26,"118,53"
15,2022-10-26,"124,91"
16,2022-10-26,"143,45"
17,2022-10-26,"141,25"
18,2022-10-26,"151,18"
19,2022-10-26,"148,17"
20,2022-10-26,"123,69"
21,2022-10-26,"107,30"
22,2022-10-26,"70,99"
23,2022-10-26,"55,18"
0,2022-10-27,"63,60"
1,2022-10-27,"54,81"
2,2022-10-27,"43,26"
3,2022-10-27,"34,98"
4,2022-10-27,"33,95"
5,2022-10-27,"39,40"
6,2022-10-27,"55,29"
7,2022-10-27,"91,35"
8,2022-10-27,"99,94"
9,2022-10-27,"87,70"
10,2022-10-27,"70,98"
11,2022-10-27,"71,12"
12,2022-10-27,"63,29"
13,2022-10-27,"59,38"
14,2022-10-27,"61,11"
15,2022-10-27,"65,25"
16,2022-10-27,"61,14"
17,2022-10-27,"120,56"
18,2022-10-27,"122,20"
19,2022-10-27,"77,60"
20,2022-10-27,"62,28"
21,2022-10-27,"55,43"
22,2022-10-27,"38,44"
23,2022-10-27,"27,18"
0,2022-10-28,"25,89"
1,2022-10-28,"23,71"
2,2022-10-28,"22,35"
3,2022-10-28,
4,2022-10-28,"20,23"
5,2022-10-28,"19,06"
6,2022-10-28,"22,88"
7,2022-10-28,"28,89"
8,2022-10-28,"100,04"
9,2022-10-28,"118,14"
10,2022-10-28,"119,56"
11,2022-10-28,"107,97"
12,2022-10-28,"101,95"
13,2022-10-28,"97,05"
14,2022-10-28,"59,95"
15,2022-10-28,"34,98"
16,2022-10-28,"35,81"
17,2022-10-28,"36,03"
18,2022-10-28,"105,18"
19,2022-10-28,"114,05"
20,2022-10-28,"120,74"
21,2022-10-28,"108,14"
22,2022-10-28,"60,02"
23,2022-10-28,"32,74"
0,2022-10-29,"30,55"
1,2022-10-29,"22,98"
2,2022-10-29,"19,17"
3,2022-10-29,
4,2022-10-29,"16,47"
5,2022-10-29,"14,63"
6,2022-10-29,"13,90"
7,2022-10-29,"12,70"
8,2022-10-29,"12,72"
9,2022-10-29,"13,15"
10,2022-10-29,"15,23"
11,2022-10-29,"12,97"
12,2022-10-29,"12,23"
13,2022-10-29,"8,20"
14,2022-10-29,"4,92"
15,2022-10-29,"4,31"
16,2022-10-29,"4,91"
17,2022-10-29,"11,61"
18,2022-10-29,"16,20"
19,2022-10-29,"16,81"
20,2022-10-29,"16,65"
21,2022-10-29,"15,59"
22,2022-10-29,"16,43"
23,2022-10-29,"16,53"
0,2022-10-30,"11,84"
1,2022-10-30,"12,32"
2,2022-10-30,"15,47"
3,2022-10-30,"16,28"
4,2022-10-30,"16,44"
5,2022-10-30,"18,76"
6,2022-10-30,"21,46"
7,2022-10-30,"22,83"
8,2022-10-30,"27,60"
9,2022-10-30,"34,75"
10,2022-10-30,"37,32"
11,2022-10-30,"79,64"
12,2022-10-30,"97,63"
13,2022-10-30,"97,60"
14,2022-10-30,"97,60"
15,2022-10-30,"106,80"
16,2022-10-30,"121,62"
17,2022-10-30,"136,79"
18,2022-10-30,"152,26"
19,2022-10-30,"164,93"
20,2022-10-30,"159,72"
21,2022-10-30,"142,80"
22,2022-10-30,"134,65"
23,2022-10-30,"123,06"
0,2022-10-31,"126,27"
1,2022-10-31,"116,23"
2,2022-10-31,"113,53"
3,2022-10-31,
4,2022-10-31,"111,85"
5,2022-10-31,"112,31"
6,2022-10-31,"118,73"
7,2022-10-31,"142,13"
8,2022-10-31,"162,40"
9,2022-10-31,"168,00"
10,2022-10-31,"153,30"
11,2022-10-31,"143,35"
12,2022-10-31,"141,95"
13,2022-10-31,"141,96"
14,2022-10-31,"142,46"
15,2022-10-31,"151,28"
16,2022-10-31,"165,09"
17,2022-10-31,"167,02"
18,2022-10-31,"192,72"
19,2022-10-31,"178,45"
20,2022-10-31,"162,95"
21,2022-10-31,"142,72"
22,2022-10-31,"132,81"
23,2022-10-31,"101,16"
0,2022-11-01,"34,91"
1,2022-11-01,"34,91"
2,2022-11-01,"35,31"
3,2022-11-01,
4,2022-11-01,"36,11"
5,2022-11-01,"37,83"
6,2022-11-01,"48,82"
7,2022-11-01,"59,95"
8,2022-11-01,"77,99"
9,2022-11-01,"84,40"
10,2022-11-01,"67,65"
11,2022-11-01,"57,18"
12,2022-11-01,"48,91"
13,2022-11-01,"38,84"
14,2022-11-01,"41,24"
15,2022-11-01,"68,89"
16,2022-11-01,"80,00"
17,2022-11-01,"87,24"
18,2022-11-01,"111,75"
19,2022-11-01,"121,73"
20,2022-11-01,"99,63"
21,2022-11-01,"82,17"
22,2022-11-01,"35,00"
23,2022-11-01,"31,35"
0,2022-11-02,"26,19"
1,2022-11-02,"23,76"
2,2022-11-02,"17,38"
3,2022-11-02,
4,2022-11-02,"15,66"
5,2022-11-02,"20,20"
6,2022-11-02,"29,29"
7,2022-11-02,"34,90"
8,2022-11-02,"39,64"
9,2022-11-02,"52,88"
10,2022-11-02,"69,91"
11,2022-11-02,"45,95"
12,2022-11-02,"42,58"
13,2022-11-02,"39,94"
14,2022-11-02,"51,40"
15,2022-11-02,"69,94"
16,2022-11-02,"89,11"
17,2022-11-02,"97,84"
18,2022-11-02,"139,17"
19,2022-11-02,"136,07"
20,2022-11-02,"101,40"
21,2022-11-02,"69,98"
22,2022-11-02,"45,21"
23,2022-11-02,"39,71"
0,2022-11-03,"32,80"
1,2022-11-03,"30,42"
2,2022-11-03,"29,24"
3,2022-11-03,
4,2022-11-03,"30,06"
5,2022-11-03,"31,11"
6,2022-11-03,"34,17"
7,2022-11-03,"36,60"
8,2022-11-03,"87,20"
9,2022-11-03,"84,03"
10,2022-11-03,"71,20"
11,2022-11-03,"53,02"
12,2022-11-03,"38,37"
13,2022-11-03,"34,05"
14,2022-11-03,"34,74"
15,2022-11-03,"65,55"
16,2022-11-03,"73,91"
17,2022-11-03,"79,91"
18,2022-11-03,"115,86"
19,2022-11-03,"89,93"
20,2022-11-03,"35,37"
21,2022-11-03,"33,67"
22,2022-11-03,"33,02"
23,2022-11-03,"31,30"
0,2022-11-04,"18,30"
1,2022-11-04,"17,55"
2,2022-11-04,"17,37"
3,2022-11-04,
4,2022-11-04,"17,50"
5,2022-11-04,"17,89"
6,2022-11-04,"21,39"
7,2022-11-04,"28,32"
8,2022-11-04,"31,33"
9,2022-11-04,"32,91"
10,2022-11-04,"34,42"
11,2022-11-04,"34,30"
12,2022-11-04,"33,83"
13,2022-11-04,"31,36"
14,2022-11-04,"30,03"
15,2022-11-04,"29,25"
16,2022-11-04,"26,54"
17,2022-11-04,"28,42"
18,2022-11-04,"27,64"
19,2022-11-04,"26,16"
20,2022-11-04,"212,51"
21,2022-11-04,"190,89"
22,2022-11-04,"182,51"
23,2022-11-04,"175,48"
0,2022-11-05,"23,52"
1,2022-11-05,"22,22"
2,2022-11-05,"22,07"
3,2022-11-05,"22,34"
4,2022-11-05,"23,43"
5,2022-11-05,"22,69"
6,2022-11-05,"53,02"
7,2022-11-05,"129,04"
8,2022-11-05,"139,39"
9,2022-11-05,"140,89"
10,2022-11-05,"133,83"
11,2022-11-05,"114,45"
12,2022-11-05,"96,36"
13,2022-11-05,"88,72"
14,2022-11-05,"109,63"
15,2022-11-05,"134,72"
16,2022-11-05,"147,42"
17,2022-11-05,"162,92"
18,2022-11-05,"153,91"
19,2022-11-05,"48,55"
20,2022-11-05,"30,97"
21,2022-11-05,"31,36"
22,2022-11-05,"29,92"
23,2022-11-05,"26,57"
0,2022-11-06,"26,06"
1,2022-11-06,"22,97"
2,2022-11-06,"23,40"
3,2022-11-06,"20,99"
4,2022-11-06,"24,02"
5,2022-11-06,"26,30"
6,2022-11-06,"29,93"
7,2022-11-06,"28,53"
8,2022-11-06,"30,61"
9,2022-11-06,"33,65"
10,2022-11-06,"35,20"
11,2022-11-06,"35,96"
12,2022-11-06,"37,72"
13,2022-11-06,"36,70"
14,2022-11-06,"36,44"
15,2022-11-06,"36,91"
16,2022-11-06,"39,17"
17,2022-11-06,"50,07"
18,2022-11-06,"49,86"
19,2022-11-06,"41,67"
20,2022-11-06,"35,82"
21,2022-11-06,"27,15"
22,2022-11-06,"27,59"
23,2022-11-06,"19,85"
0,2022-11-07,"15,28"
1,2022-11-07,"12,78"
2,2022-11-07,"9,17"
3,2022-11-07,"10,83"
4,2022-11-07,"12,84"
5,2022-11-07,"20,47"
6,2022-11-07,"36,40"
7,2022-11-07,"45,91"
8,2022-11-07,"49,98"
9,2022-11-07,"54,07"
10,2022-11-07,"56,45"
11,2022-11-07,"52,93"
12,2022-11-07,"49,91"
13,2022-11-07,"48,37"
14,2022-11-07,"51,95"
15,2022-11-07,"56,15"
16,2022-11-07,"60,03"
17,2022-11-07,"61,62"
18,2022-11-07,"49,98"
19,2022-11-07,"43,56"
20,2022-11-07,"38,40"
21,2022-11-07,"36,23"
22,2022-11-07,"31,99"
23,2022-11-07,"29,64"
0,2022-11-08,"30,94"
1,2022-11-08,"29,09"
2,2022-11-08,"27,70"
3,2022-11-08,"26,21"
4,2022-11-08,"30,07"
5,2022-11-08,"34,25"
6,2022-11-08,"46,56"
7,2022-11-08,"67,00"
8,2022-11-08,"76,98"
9,2022-11-08,"67,04"
10,2022-11-08,"65,10"
11,2022-11-08,"62,95"
12,2022-11-08,"61,28"
13,2022-11-08,"60,71"
14,2022-11-08,"60,51"
15,2022-11-08,"60,89"
16,2022-11-08,"65,81"
17,2022-11-08,"65,63"
18,2022-11-08,"59,92"
19,2022-11-08,"44,19"
20,2022-11-08,"39,32"
21,2022-11-08,"34,18"
22,2022-11-08,"33,26"
23,2022-11-08,"27,01"
0,2022-11-09,"19,56"
1,2022-11-09,"18,77"
2,2022-11-09,"18,22"
3,2022-11-09,"17,48"
4,2022-11-09,"18,44"
5,2022-11-09,"19,84"
6,2022-11-09,"22,89"
7,2022-11-09,"29,45"
8,2022-11-09,"33,07"
9,2022-11-09,"35,03"
10,2022-11-09,"39,90"
11,2022-11-09,"38,25"
12,2022-11-09,"33,06"
13,2022-11-09,"33,09"
14,2022-11-09,"33,04"
15,2022-11-09,"48,10"
16,2022-11-09,"60,75"
17,2022-11-09,"61,92"
18,2022-11-09,"60,35"
19,2022-11-09,"35,07"
20,2022-11-09,"33,07"
